,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,295.95,295.95005,295.95009999999996,295.95015,295.9502,295.95025,295.95029999999997,295.95035,295.9504,295.95045,295.9505,295.95054999999996,295.9506,295.95065,295.9507,295.95074999999997,295.9508,295.95085,295.9509,295.95095,295.951,295.95105,295.9511,295.95115,295.9512,295.95125,295.9513,295.95135,295.9514,295.95145,295.9515,295.95155,295.9516,295.95165,295.9517,295.95175,295.9518,295.95185,295.9519,295.95195,295.952
1,294.918,295.90701913505933,295.94754661794354,295.95002179848774,295.9501935989814,295.95024945463,295.9502998203497,295.9503499367334,295.95039997234875,295.95044998218793,295.9504999875622,295.9505499875649,295.9505999875652,295.9506499875652,295.9506999875652,295.95074998756525,295.9507999875653,295.9508499875653,295.9508999875652,295.95094998756525,295.9509999875653,295.95104998816703,295.9510999875652,295.95114998967114,295.95119998756513,295.95124999058294,295.9512999875652,295.9513499913042,295.9513999875652,295.95144999236334,295.95149998756233,295.9515499908614,295.9515999728758,295.9516499433969,295.9516995682291,295.9517490505577,295.9517861816745,295.9517465389678,295.94861607957415,295.9051728955158,294.957
2,294.401,295.7942681591898,295.93050231202994,295.9486855650746,295.9500539264909,295.950237749105,295.9502982498373,295.9503492157485,295.9503997284866,295.9504498872899,295.95049994098446,295.9505499554873,295.95059996890876,295.95064996891256,295.950699968913,295.95074997041735,295.95079996891303,295.9508499704175,295.950899968913,295.9509499764573,295.9509999689131,295.95104997645734,295.95109996891296,295.9511499795729,295.951199968913,295.95124998090824,295.95129996891296,295.95134998090833,295.9513999689089,295.9514499780469,295.95149994306803,295.95154993509396,295.9515996182449,295.9516492524643,295.95169453507947,295.9517372867148,295.95162871876323,295.95072473893987,295.9319576788392,295.7840469496578,294.45599999999996
3,294.07,295.5951840485069,295.8672339007632,295.93985725388535,295.94882057833655,295.9500543822154,295.95026904352187,295.9503445000741,295.9503971917643,295.9504487708554,295.9504995060627,295.9505497822411,295.9505998764644,295.9506499145607,295.95069992596365,295.9507499529145,295.95079993782554,295.9508499529146,295.950899937826,295.950949956521,295.9509999378261,295.9510499591455,295.951099937826,295.95114996033465,295.9511999378255,295.9512499603345,295.95129992596395,295.9513499524214,295.95139987648105,295.95144986384383,295.9514994162287,295.9515492813711,295.95159621779237,295.9516447419737,295.95165553502557,295.9516505056922,295.95026580390294,295.94450653071783,295.87791496809376,295.5746619985317,294.127
