,0
0,8.63533852479133
1,8.200590150755874
2,8.652898058573383
3,9.588019268368935
4,8.805344951497805
5,9.791920593855547
6,9.787256685512144
7,9.787256685512144
8,9.787256685512144
9,9.787256685512144
10,9.787256685512144
11,9.787256685512144
12,9.787256685512144
13,9.787256685512144
14,9.787256685512144
15,9.787256685512144
16,9.787256685512144
17,9.787256685512144
18,9.787256685512144
19,9.787256685512144
20,9.787256685512144
21,9.787256685512144
22,9.787256685512144
23,9.787256685512144
24,9.787256685512144
25,9.787256685512144
26,9.640756572093059
27,7.862779837315037
28,7.1082920890007895
29,7.1082920890007895
30,7.1082920890007895
31,5.675440007870529
32,5.885439017342738
33,6.100592940936233
34,6.528855222289542
35,5.17354960679873
36,3.989728993724166
37,4.04808051303293
38,4.678208741952181
39,5.034860158181588
40,5.58304243069689
41,5.87468319063909
42,6.522612351692969
43,6.026437179761848
44,6.449631827233746
45,6.449631827233746
46,8.260031612372284
47,8.706329119139458
48,6.2898804950768525
49,6.347770557610973
50,6.347770557610973
51,6.347770557610973
52,6.347770557610973
53,6.347770557610973
54,6.347770557610973
55,6.7595492025775625
56,8.419173302100278
57,8.419173302100278
58,7.922393530945984
59,8.651055109453043
60,7.62595285732983
61,7.698117226575478
62,6.610349059614168
63,5.27652618365215
64,4.4724885035048185
65,4.861033354283279
66,5.175236185137233
67,5.6993070671621515
68,3.1910859501909634
69,9.000068382932088
70,8.861806282137403
71,7.154485503112089
72,7.154485503112089
73,9.48844374405816
74,9.855493188370628
75,9.855493188370628
76,3.07072017252864
77,3.07072017252864
78,3.07072017252864
79,3.07072017252864
80,3.07072017252864
81,3.07072017252864
82,3.07072017252864
83,3.07072017252864
84,3.8199795647198362
85,3.06319401043438
86,9.985948965182452
87,8.493058800238044
88,7.955710209663139
89,7.890033618752966
90,9.38962111904222
91,3.2469743942344493
92,4.029878227084155
93,3.8794408683104113
94,4.127562247634871
95,5.078566686753817
96,5.502220328492585
97,5.587986591877936
98,6.310567534051698
99,5.713173162390327
100,5.251865160132447
101,5.327226915336361
102,3.5960221258119307
103,3.5960221258119307
104,3.5960221258119307
105,9.913923853239563
106,5.334619933393762
107,4.844294576368629
108,3.974454157320541
109,9.345077368378893
110,3.3019204381882528
111,9.688567521440739
112,3.378656832598356
113,9.246675012179075
114,8.513365736727486
115,7.1982166266937115
116,5.806615970298389
117,6.298217489825879
118,4.411695874671346
119,3.8305712020192364
120,3.1751960502276844
121,9.924167329886064
122,9.924167329886064
123,9.924167329886064
124,9.414929209164756
125,9.59705356358684
126,7.410844705751631
127,7.277496093230978
128,3.4731181685147874
129,9.747870220303222
130,9.820658722897157
131,9.543816966738701
132,9.543816966738701
133,9.543816966738701
134,9.1983206308567
135,9.076632125934891
136,9.076632125934891
137,9.107247840163875
138,9.107247840163875
139,9.107247840163875
140,9.107247840163875
141,9.107247840163875
142,8.987651589970211
143,8.460748371902099
144,8.377565176518477
145,7.2438210890860715
146,7.553248100681638
147,8.126689392369725
148,8.819400979068186
149,8.819400979068186
150,8.819400979068186
151,8.819400979068186
152,8.819400979068186
153,8.819400979068186
154,8.819400979068186
155,8.819400979068186
156,7.787115605591949
157,6.21202154424911
158,6.21202154424911
159,6.21202154424911
160,6.21202154424911
161,6.338515999049198
162,6.039536071673322
163,5.910928933662728
164,5.910928933662728
165,7.8077098338322175
166,7.8077098338322175
167,7.8077098338322175
168,7.8077098338322175
169,9.732979862300116
170,9.732979862300116
171,9.461379345900607
172,9.461379345900607
173,9.461379345900607
174,9.461379345900607
175,9.461379345900607
176,8.585745398647639
177,3.4437922267441987
178,3.4437922267441987
179,3.4437922267441987
180,3.4437922267441987
181,8.037700542266492
182,8.037700542266492
183,8.037700542266492
184,8.037700542266492
185,6.223975278888695
186,6.033626421980126
187,6.38527566251921
188,6.38527566251921
189,6.38527566251921
190,6.38527566251921
191,6.38527566251921
192,5.275510992080564
193,9.530480805015507
194,5.178301353061769
195,5.089741930419935
196,5.57911313314941
197,5.228567150983143
198,4.896123186088571
199,6.528323436840289
200,5.578609986831656
