,0
0,2.2424134728980505
1,2.2424134728980505
2,2.2424134728980505
3,2.2424134728980505
4,2.2424134728980505
5,2.2424134728980505
6,2.2424134728980505
7,2.2424134728980505
8,2.2424134728980505
9,2.2424134728980505
10,2.2424134728980505
11,2.2424134728980505
12,2.2424134728980505
13,2.2424134728980505
14,2.2424134728980505
15,2.2424134728980505
16,2.2424134728980505
17,2.2424134728980505
18,2.2424134728980505
19,2.2424134728980505
20,2.2424134728980505
21,2.2424134728980505
22,2.2424134728980505
23,2.2424134728980505
24,2.2424134728980505
25,2.2424134728980505
26,2.2424134728980505
27,2.2424134728980505
28,2.2424134728980505
29,2.2424134728980505
30,2.2424134728980505
31,2.2424134728980505
32,2.2424134728980505
33,2.2424134728980505
34,2.2424134728980505
35,2.2424134728980505
36,2.2424134728980505
37,2.2424134728980505
38,2.2424134728980505
39,2.2424134728980505
40,2.2424134728980505
41,2.2424134728980505
42,2.2424134728980505
43,2.2424134728980505
44,2.2424134728980505
45,2.2424134728980505
46,2.2424134728980505
47,2.2424134728980505
48,2.2424134728980505
49,2.2424134728980505
50,2.2424134728980505
51,2.2424134728980505
52,2.2424134728980505
53,2.2424134728980505
54,2.2424134728980505
55,2.2424134728980505
56,2.2424134728980505
57,2.2424134728980505
58,2.2424134728980505
59,2.2424134728980505
60,2.2424134728980505
61,2.2424134728980505
62,2.2424134728980505
63,2.2424134728980505
64,2.2424134728980505
65,2.2424134728980505
66,2.2424134728980505
67,2.2424134728980505
68,2.2424134728980505
69,2.2424134728980505
70,2.2424134728980505
71,2.2424134728980505
72,2.2424134728980505
73,2.2424134728980505
74,2.2424134728980505
75,2.2424134728980505
76,2.2424134728980505
77,2.2424134728980505
78,2.2424134728980505
79,2.2424134728980505
80,2.2424134728980505
81,2.2424134728980505
82,2.2424134728980505
83,2.2424134728980505
84,2.2424134728980505
85,2.2424134728980505
86,2.2424134728980505
87,2.2424134728980505
88,2.2424134728980505
89,2.2424134728980505
90,2.2424134728980505
91,2.2424134728980505
92,2.2424134728980505
93,2.2424134728980505
94,2.2424134728980505
95,2.2424134728980505
96,2.2424134728980505
97,2.2424134728980505
98,2.2424134728980505
99,2.2424134728980505
100,2.2424134728980505
101,2.2424134728980505
102,2.2424134728980505
103,2.2424134728980505
104,2.2424134728980505
105,2.2424134728980505
106,2.2424134728980505
107,2.2424134728980505
108,2.2424134728980505
109,2.2424134728980505
110,2.2424134728980505
111,2.2424134728980505
112,2.2424134728980505
113,2.2424134728980505
114,2.2424134728980505
115,2.2424134728980505
116,2.2424134728980505
117,2.2424134728980505
118,2.2424134728980505
119,2.2424134728980505
120,2.2424134728980505
121,2.2424134728980505
122,2.2424134728980505
123,2.2424134728980505
124,2.2424134728980505
125,2.2424134728980505
126,2.2424134728980505
127,2.2424134728980505
128,2.2424134728980505
129,2.2424134728980505
130,2.2424134728980505
131,2.2424134728980505
132,2.2424134728980505
133,2.2424134728980505
134,2.2424134728980505
135,2.2424134728980505
136,2.2424134728980505
137,2.2424134728980505
138,2.2424134728980505
139,2.2424134728980505
140,2.2424134728980505
141,2.2424134728980505
142,2.2424134728980505
143,2.2424134728980505
144,2.2424134728980505
145,2.2424134728980505
146,2.2424134728980505
147,2.2424134728980505
148,2.2424134728980505
149,2.2424134728980505
150,2.2424134728980505
151,2.2424134728980505
152,2.2424134728980505
153,2.2424134728980505
154,2.2424134728980505
155,2.2424134728980505
156,2.2424134728980505
157,2.2424134728980505
158,2.2424134728980505
159,2.2424134728980505
160,2.2424134728980505
161,2.2424134728980505
162,2.2424134728980505
163,2.2424134728980505
164,2.2424134728980505
165,2.2424134728980505
166,2.2424134728980505
167,2.2424134728980505
168,2.2424134728980505
169,2.2424134728980505
170,2.2424134728980505
171,2.2424134728980505
172,2.2424134728980505
173,2.2424134728980505
174,2.2424134728980505
175,2.2424134728980505
176,2.2424134728980505
177,2.2424134728980505
178,2.2424134728980505
179,2.2424134728980505
180,2.2424134728980505
181,2.2424134728980505
182,2.2424134728980505
183,2.2424134728980505
184,2.2424134728980505
185,2.2424134728980505
186,2.2424134728980505
187,2.2424134728980505
188,2.2424134728980505
189,2.2424134728980505
190,2.2424134728980505
191,2.2424134728980505
192,2.2424134728980505
193,2.2424134728980505
194,2.2424134728980505
195,2.2424134728980505
196,2.2424134728980505
197,2.2424134728980505
198,2.2424134728980505
199,2.2424134728980505
200,2.2424134728980505
